Breath_num,Dy_comp,Label
1,143.1638211,Normal
2,142.3773374,Normal
3,142.0571138,Normal
4,142.749187,Normal
5,142.4738821,Normal
6,143.2594512,Normal
7,143.9328252,Normal
8,144.3360772,Normal
9,142.7158537,Normal
10,142.7317073,Normal
11,143.7026423,Normal
12,143.1674797,Normal
13,142.6622967,Normal
14,143.7450203,Normal
15,143.1809959,Normal
16,145.6333333,Normal
17,144.5761856,Normal
18,144.1688008,Normal
19,143.0199187,Normal
20,144.8964431,Normal
21,144.2214431,Normal
22,144.8585567,Normal
23,145.3653608,Normal
24,142.7958333,Normal
25,145.12,Normal
26,142.957622,Normal
27,142.4568089,Normal
28,143.514126,Normal
29,144.1243299,Normal
30,144.4176289,Normal
31,143.453299,Normal
32,143.9795732,Normal
33,141.454878,Normal
34,143.4947154,Normal
35,145.4206186,Normal
36,143.8111789,Normal
37,142.4582317,Normal
38,144.2820122,Normal
39,144.8787629,Normal
40,144.7697154,Normal
41,145.6864948,Normal
42,147.7071134,Normal
43,143.1651546,Normal
44,142.2693089,Normal
45,143.5334021,Normal
46,143.6110772,Normal
47,145.6204124,Normal
48,146.7312371,Normal
49,145.2800813,Normal
50,144.7518293,Normal
51,144.8993814,Normal
52,144.0971134,Normal
53,146.7943299,Normal
54,145.5584728,Normal
55,147.2551546,Normal
56,145.8926804,Normal
57,146.07,Normal
58,144.7228866,Normal
59,146.1905155,Normal
60,145.3249485,Normal
61,145.9853608,Normal
62,146.6771134,Normal
63,144.7539175,Normal
64,144.4713402,Normal
65,146.6772165,Normal
66,145.1381443,Normal
67,145.2252577,Normal
68,145.6654639,Normal
69,145.4548454,Normal
70,146.0052301,Normal
71,144.2758763,Normal
72,145.5710309,Normal
73,144.5241237,Normal
74,144.6010309,Normal
75,144.3509278,Normal
76,144.2257732,Normal
77,146.0269874,Normal
78,146.4670103,Normal
79,147.5061715,Normal
80,144.8221649,Normal
81,145.9050515,Normal
82,144.9446392,Normal
83,142.5161585,Normal
84,143.4074227,Normal
85,145.0629897,Normal
86,144.8118557,Normal
87,145.025567,Normal
88,142.2448171,Normal
89,144.9236082,Normal
90,143.6497938,Normal
91,142.939939,Normal
92,144.165567,Normal
93,146.2092784,Normal
94,146.4664948,Normal
95,145.6398969,Normal
96,144.7036082,Normal
97,144.4862887,Normal
98,142.9070122,Normal
99,147.2264228,Normal
100,144.6236948,Normal
101,136.9216216,Normal
102,139.119802,Normal
103,138.8551485,Normal
104,138.7045545,Normal
105,140.5329703,Normal
106,139.8659639,Normal
107,140.1067327,Normal
108,136.9813112,Normal
109,139.6252475,Normal
110,139.4371287,Normal
111,137.4090998,Normal
112,137.9567515,Normal
113,138.0349315,Normal
114,138.0294521,Normal
115,138.1020548,Normal
116,139.6400196,Normal
117,139.2978218,Normal
118,137.7055773,Normal
119,139.4139922,Normal
120,139.0091089,Normal
121,137.7890411,Normal
122,138.5110891,Normal
123,138.0625245,Normal
124,137.7772994,Normal
125,139.5505941,Normal
126,140.1632673,Normal
127,140.03,Normal
128,139.1747525,Normal
129,137.8530333,Normal
130,137.2048263,Normal
131,136.5356164,Normal
132,139.488454,Normal
133,139.6433464,Normal
134,138.2843444,Normal
135,137.1798434,Normal
136,137.5807915,Normal
137,137.4675147,Normal
138,137.9690802,Normal
139,138.4873777,Normal
140,139.5592955,Normal
141,138.2264188,Normal
142,139.5586139,Normal
143,136.0780888,Normal
144,137.7604697,Normal
145,138.2324853,Normal
146,137.8074364,Normal
147,128.9333858,Normal
148,120.9010067,Recruitment
149,123.7861219,Recruitment
150,106.287177,Recruitment
151,107.6111574,Recruitment
152,108.2662302,Recruitment
153,110.5184519,Recruitment
154,138.0522585,Recruitment
155,155.1545367,Recruitment
156,161.3908186,Normal
157,157.6754425,Normal
158,157.0714602,Normal
159,155.7857301,Normal
160,155.6293142,Normal
161,155.1389381,Normal
162,154.8377212,Normal
163,155.5674292,Normal
164,155.7098451,Normal
165,156.2503319,Normal
166,154.0225664,Normal
167,155.0398693,Normal
168,155.2556416,Normal
169,155.3228758,Normal
170,157.3534858,Normal
171,156.509728,Normal
172,153.5672113,Normal
173,155.1921569,Normal
174,154.6102876,Normal
175,153.7278867,Normal
176,155.7425885,Normal
177,153.9163399,Normal
178,153.8861656,Normal
179,155.3542484,Normal
180,154.6397124,Normal
181,153.511329,Normal
182,152.5567538,Normal
183,152.2922581,Normal
184,153.0863834,Normal
185,152.4631183,Normal
186,153.8680828,Normal
187,151.8637634,Normal
188,152.5507625,Normal
189,153.5090414,Normal
190,153.0492375,Normal
191,153.9770153,Normal
192,153.9713508,Normal
193,152.6967742,Normal
194,153.9476035,Normal
195,153.913871,Normal
196,154.0857298,Normal
197,151.5950538,Normal
198,152.9087097,Normal
199,153.782244,Normal
200,152.3719355,Normal
201,152.1587097,Normal
202,120.4325439,Assessment
203,101.3548458,Assessment
204,97.56973958,Assessment
205,93.78848884,Assessment
206,94.38267875,Assessment
207,94.15730111,Assessment
208,94.43953954,Assessment
209,94.08923924,Assessment
210,94.31101101,Assessment
211,94.24659091,Assessment
212,94.44044044,Assessment
213,93.20014822,Assessment
214,93.7986166,Assessment
215,93.52497547,Assessment
216,92.03078035,Assessment
217,91.6315311,Assessment
218,91.69770335,Assessment
