Breath_num,Dy_comp,Label
1,41.59637615,Noise
2,41.65387454,Noise
3,41.70674312,Noise
4,41.49708295,Noise
5,41.77458716,Noise
6,41.46082569,Noise
7,41.61977064,Noise
8,41.70793358,Noise
9,41.42151376,Noise
10,41.56018349,Noise
11,41.13662162,Noise
12,40.96144144,Noise
13,41.17289211,Noise
14,41.74977064,Noise
15,41.77384686,Noise
16,41.72474932,Noise
17,41.35261468,Noise
18,41.63853211,Noise
19,41.29065634,Noise
20,41.60669725,Noise
21,41.34170444,Noise
22,41.38163172,Noise
23,41.12684685,Noise
24,41.22239347,Noise
25,41.4106981,Noise
26,40.95382883,Noise
27,41.10738739,Noise
28,41.22796917,Noise
29,40.87764337,Noise
30,40.95207207,Noise
31,40.78315412,Noise
32,40.90250896,Noise
33,40.37008014,Noise
34,40.69354408,Noise
35,40.7922973,Noise
36,40.49443455,Noise
37,40.40035842,Noise
38,40.78173164,Noise
39,40.35188172,Noise
40,40.26139804,Noise
41,40.06036315,Noise
42,39.90487157,Noise
43,39.99190141,Noise
44,39.91793623,Noise
45,40.05805458,Noise
46,39.87369353,Noise
47,40.06571303,Noise
48,39.9289194,Noise
49,39.98858268,Noise
50,39.8928259,Noise
51,39.54886858,Noise
52,39.5051349,Noise
53,39.13122837,Noise
54,38.98537005,Noise
55,39.36440383,Noise
56,43.57136106,Normal
57,43.22755198,Normal
58,43.16903195,Normal
59,43.07730263,Normal
60,43.26851504,Normal
61,43.00112782,Normal
62,42.81447246,Normal
63,42.91245301,Normal
64,42.81111111,Normal
65,42.78011204,Normal
66,43.00070489,Normal
67,43.16118421,Normal
68,42.82556391,Normal
69,42.54795729,Normal
70,42.62170868,Normal
71,42.7359944,Normal
72,42.57847806,Normal
73,42.57091503,Normal
74,42.41457753,Normal
75,42.49407096,Normal
76,42.35719591,Normal
77,42.89640832,Normal
78,43.03533835,Normal
79,42.70140977,Normal
80,42.88815789,Normal
81,44.32166353,Normal
82,42.22256881,Normal
83,42.50886722,Normal
84,42.12998155,Normal
85,41.89677122,Normal
86,42.2576564,Normal
87,42.66507937,Normal
88,42.44551821,Normal
89,42.28588561,Normal
90,42.59271709,Normal
91,42.58347261,Normal
92,42.58200188,Normal
93,43.37354323,Normal
94,42.86652739,Normal
95,43.19444444,Normal
96,42.74517177,Normal
97,42.89645191,Normal
98,42.46261468,Normal
99,42.57623716,Normal
100,43.13416353,Normal
101,42.73209586,Normal
102,42.26829155,Normal
103,42.92982873,Normal
104,42.13412256,Normal
105,42.35222841,Normal
106,42.13952952,Normal
107,42.2036676,Normal
108,42.23986928,Normal
109,42.23152275,Normal
110,42.43958917,Normal
111,42.70487465,Normal
112,42.43417367,Normal
113,42.21923432,Normal
114,42.33226555,Normal
115,42.7321662,Normal
116,42.2590065,Normal
117,42.33347261,Normal
118,42.37892293,Normal
119,42.18932219,Normal
120,42.1771679,Normal
121,42.29262372,Normal
122,42.35041783,Normal
123,42.4235761,Normal
124,41.94100554,Normal
125,41.98974002,Normal
126,41.80668819,Normal
127,42.13026927,Normal
128,42.06188487,Normal
129,41.90931734,Normal
130,42.17725162,Normal
131,42.12493036,Normal
132,41.82567317,Normal
133,42.36545961,Normal
134,41.9174559,Normal
135,41.94308118,Normal
136,42.29971989,Normal
137,42.00816421,Normal
138,42.12952646,Normal
139,41.92407749,Normal
140,42.07855166,Normal
141,42.22567317,Normal
142,42.09335793,Normal
143,42.25148561,Normal
144,42.1423893,Normal
145,41.88825441,Normal
146,42.5281337,Normal
147,42.1463324,Normal
148,42.24619313,Normal
149,41.97606089,Normal
150,42.02859779,Normal
151,42.05405904,Normal
152,41.87523063,Normal
153,42.0470941,Normal
154,42.04160517,Normal
155,41.69721969,Normal
156,41.91148524,Normal
157,41.77210574,Normal
