Breath_num,Dy_comp,Label
1,100.9831597,Normal
2,100.8832465,Normal
3,101.6490351,Normal
4,100.1693576,Normal
5,100.6234375,Normal
6,100.2030382,Normal
7,100.0923611,Normal
8,100.6973958,Normal
9,80.35381944,Bronch
10,77.47571059,Bronch
11,29.09220257,Bronch
12,54.58650255,Bronch
13,13.79335548,Bronch
14,24.88033088,Bronch
15,52.24026316,Bronch
16,33.79279514,Bronch
17,58.51764286,Bronch
18,28.00220884,Bronch
19,35.43747646,Bronch
20,33.68917137,Bronch
21,7.597216495,Bronch
22,10.42740113,Bronch
23,31.74588926,Bronch
24,27.72850799,Bronch
25,56.19928571,Bronch
26,8.610734463,Bronch
27,19.2271012,Bronch
28,16.49555985,Bronch
29,14.17075472,Bronch
30,-10.28870968,Bronch
31,41.30252918,Bronch
32,86.51397569,Bronch
33,79.16232699,Recruitment
34,79.41930516,Recruitment
35,73.26463918,InPause
36,83.90931803,Recruitment
37,102.0189262,Recruitment
38,99.0023224,Recruitment
39,99.64381085,Recruitment
40,97.96398072,Recruitment
41,97.4931694,Recruitment
42,97.03162568,Recruitment
43,96.76775956,Recruitment
44,97.23005464,Recruitment
45,95.43193505,Recruitment
46,96.18711409,Recruitment
47,96.95532787,Recruitment
48,96.43203552,Recruitment
49,96.71072404,Recruitment
50,96.73797814,Recruitment
51,96.65416667,Recruitment
52,102.2828512,Recruitment
53,97.47826531,Recruitment
54,80.76845966,Recruitment
55,78.34138686,Recruitment
56,82.53857332,Recruitment
57,77.40945946,Recruitment
58,64.49591996,InPause
59,71.91249372,InPause
60,82.72578782,Recruitment
61,63.13697148,InPause
62,87.01048701,Recruitment
63,106.3186739,Recruitment
64,114.6488715,Recruitment
65,108.1663603,Normal
66,105.3238011,Normal
67,105.6138241,Normal
68,103.967762,Normal
69,102.7838596,Normal
70,102.4374561,Normal
71,101.1235243,Normal
72,101.3288194,Normal
73,95.9503252,Normal
74,101.3666667,Normal
75,99.52734375,Normal
76,98.47903226,Normal
77,98.54499151,Normal
78,96.9363255,Normal
79,96.2519103,Normal
80,95.041133,Normal
81,106.116092,Normal
82,92.41648089,Normal
83,90.82417323,Normal
84,86.71154434,Normal
85,87.95703364,Normal
86,92.39804992,Normal
87,91.62438272,Normal
88,92.72106084,Normal
89,90.54159021,Normal
90,90.34,Normal
91,85.89300144,Normal
92,87.19123794,Normal
93,85.94807143,Normal
94,85.74279412,Normal
95,86.0946027,Normal
96,85.53719136,Normal
97,86.86965875,Normal
98,86.99441176,Normal
99,86.35904412,Normal
100,85.74544118,Normal
101,86.09801471,Normal
102,72.85274779,InPause
103,91.62976378,Noise
104,24.56686657,Noise
105,48.67646454,Noise
106,52.63619512,Normal
107,53.57750482,Normal
108,53.86100478,Normal
109,54.08952153,Normal
110,54.20755981,Normal
111,94.71569378,Noise
112,95.88791849,Noise
113,92.2197901,Normal
114,90.65037821,Normal
115,89.47223903,Normal
116,88.95786687,Normal
117,88.27738275,Normal
118,88.10552194,Normal
119,88.02912254,Normal
120,87.52639939,Normal
121,87.48933434,Normal
122,87.50468986,Normal
123,87.65537065,Normal
124,87.03208396,Normal
125,87.14152924,Normal
126,86.967991,Normal
127,86.5173913,Normal
128,86.97391304,Normal
129,86.72661169,Normal
130,86.87391304,Normal
131,86.97833583,Normal
132,86.6398051,Normal
133,86.66431784,Normal
134,85.70074184,Normal
135,85.9365727,Normal
136,86.23568249,Normal
137,85.74621662,Normal
138,86.16639466,Normal
139,85.73145401,Normal
140,85.67648368,Normal
141,85.76817507,Normal
142,85.74094955,Normal
143,85.65660237,Normal
144,85.20220588,Normal
145,84.79389706,Normal
146,85.16110294,Normal
147,85.07294118,Normal
148,85.02257353,Normal
149,85.06382353,Normal
150,85.08757353,Normal
151,84.93514706,Normal
152,84.62941176,Normal
153,83.95422125,Normal
154,83.0536075,Normal
155,84.41943231,Normal
156,83.86877729,Normal
157,84.11921397,Normal
158,84.26950509,Normal
159,84.11295488,Normal
160,84.22736536,Normal
161,83.4958153,Normal
162,83.41717172,Normal
163,84.30705968,Normal
164,82.87813853,Normal
165,83.41176046,Normal
166,83.63679654,Normal
167,84.84250364,Normal
168,84.23057143,Normal
169,83.34585714,Normal
170,84.33109668,Normal
171,83.51428571,Normal
172,83.73406114,Normal
173,84.02947598,Normal
174,84.03595342,Normal
175,83.63174603,Normal
176,83.45598846,Normal
177,83.35468975,Normal
178,83.86774892,Normal
179,83.63246753,Normal
180,83.81948052,Normal
181,83.58340548,Normal
182,83.52770563,Normal
183,83.52438672,Normal
184,83.58189033,Normal
185,82.97364286,Normal
186,82.69207143,Normal
187,82.54214286,Normal
188,83.05471429,Normal
189,82.45414286,Normal
190,82.58192857,Normal
191,83.16601164,Normal
192,66.32274229,Assessment
193,67.25825023,Assessment
194,67.7189295,Assessment
195,67.42572178,Assessment
196,67.53118985,Assessment
197,68.18057958,Assessment
198,69.52254207,Assessment
199,69.95110717,Assessment
200,69.43833627,Assessment
201,70.24078831,Assessment
202,70.45017715,Assessment
203,70.33370239,Assessment
204,70.43914969,Assessment
205,70.56483614,Assessment
206,70.33883968,Assessment
207,70.16021127,Assessment
208,70.47116918,Assessment
209,70.63414526,Assessment
210,70.16025528,Assessment
211,70.82967228,Assessment
212,70.59827281,Assessment
213,70.97333924,Assessment
214,70.68259522,Assessment
215,70.6275088,Assessment
216,70.74596988,Assessment
217,71.11355182,Assessment
218,70.93857396,Assessment
219,70.88999114,Assessment
220,70.88759965,Assessment
221,66.9840669,InPause
222,70.89378723,Assessment
223,71.18579697,Assessment
224,71.35434588,Assessment
225,70.80756901,Assessment
226,71.27203918,Assessment
227,71.42052538,Assessment
228,71.08900267,Assessment
229,71.17551202,Assessment
230,71.04920283,Assessment
231,70.89661621,Assessment
232,71.24154052,Assessment
233,71.08664292,Assessment
234,71.2745325,Assessment
235,71.05420726,Assessment
236,71.28940338,Assessment
237,71.28757792,Assessment
238,71.4660285,Assessment
239,71.36059662,Assessment
240,71.29964381,Assessment
241,71.46941229,Assessment
242,71.14185218,Assessment
243,71.77840606,Assessment
244,71.63095878,Assessment
245,71.4951024,Assessment
246,71.81984767,Assessment
247,70.90956599,Assessment
248,72.16429211,Assessment
249,72.14031532,Assessment
250,71.72706093,Assessment
251,71.79094982,Assessment
252,71.84507168,Assessment
253,71.85380824,Assessment
254,72.31130631,Assessment
255,72.14986486,Assessment
256,72.03671171,Assessment
257,72.09198198,Assessment
258,72.09175676,Assessment
259,72.21436937,Assessment
260,72.33306306,Assessment
261,72.03193694,Assessment
262,72.12099099,Assessment
263,72.02923423,Assessment
264,71.62405914,Assessment
265,71.61012545,Assessment
266,72.2218018,Assessment
267,72.17720721,Assessment
268,72.13961922,Assessment
269,71.53844086,Assessment
270,71.97876344,Assessment
271,72.18157658,Assessment
272,71.51200717,Assessment
273,71.86536738,Assessment
274,70.74545859,Assessment
275,70.19476232,Assessment
276,70.96226749,Assessment
277,71.98530466,Assessment
278,71.77159498,Assessment
279,71.4813172,Assessment
280,71.47778272,Assessment
281,71.79399642,Assessment
282,71.84621622,Assessment
283,71.84032258,Assessment
284,71.73812724,Assessment
285,72.04013514,Assessment
286,72.51155938,Assessment
287,72.07864865,Assessment
288,72.23193694,Assessment
289,71.72065412,Assessment
290,71.93630631,Assessment
291,71.93252252,Assessment
292,71.84211712,Assessment
293,71.95567568,Assessment
294,71.8781362,Assessment
295,71.55613799,Assessment
296,71.66223118,Assessment
297,72.06837838,Assessment
298,71.57594086,Assessment
299,71.57163978,Assessment
300,71.75972222,Assessment
301,71.83485663,Assessment
302,71.92927928,Assessment
303,71.65232975,Assessment
304,71.69301075,Assessment
305,71.65340502,Assessment
306,71.74023297,Assessment
307,72.00445946,Assessment
308,72.05545045,Assessment
309,71.71048387,Assessment
310,71.62679211,Assessment
311,72.02959459,Assessment
312,71.74099462,Assessment
313,71.74707207,Assessment
314,71.84569892,Assessment
315,71.51706989,Assessment
316,71.69856631,Assessment
317,71.68051075,Assessment
318,72.05657658,Assessment
319,71.54574373,Assessment
320,71.77450717,Assessment
321,71.55725806,Assessment
322,72.0086036,Assessment
323,72.13905405,Assessment
324,70.27603604,Assessment
325,91.02014925,Noise
326,89.63388306,Normal
327,85.84625187,Normal
328,85.48955882,Normal
329,86.09777448,Normal
330,87.41004498,Normal
331,86.93463268,Normal
332,87.14197901,Normal
333,86.20615727,Normal
334,84.98808824,Normal
335,84.87566176,Normal
336,84.56368268,Normal
337,83.84148472,Normal
338,84.47962154,Normal
339,84.58893741,Normal
340,84.13537118,Normal
341,83.89628821,Normal
342,83.12958153,Normal
343,81.6266289,Normal
344,82.14835714,Normal
345,81.6759915,Normal
346,81.5657932,Normal
347,81.70382436,Normal
348,82.24461756,Normal
349,82.43585714,Normal
350,82.57878571,Normal
351,82.24285714,Normal
352,81.65708215,Normal
353,81.85439093,Normal
354,81.99390935,Normal
355,81.85970255,Normal
356,81.6276204,Normal
357,81.73229462,Normal
358,80.19798331,Normal
359,80.17844228,Normal
360,80.52252066,Normal
361,79.45525956,Normal
362,79.20047814,Normal
363,79.71053719,Normal
364,79.40488981,Normal
365,79.44090909,Normal
366,78.87329235,Normal
367,78.86762295,Normal
368,79.61694215,Normal
369,79.30144628,Normal
370,79.63608815,Normal
371,79.57004132,Normal
372,79.64104683,Normal
373,79.35130854,Normal
374,78.69228142,Normal
375,78.12043302,Normal
376,78.62445355,Normal
377,78.73340164,Normal
378,78.44747268,Normal
379,78.40751366,Normal
380,78.76331967,Normal
381,78.24241803,Normal
382,77.99276049,Normal
383,78.38258197,Normal
384,77.81481732,Normal
385,78.05838972,Normal
386,77.63105548,Normal
387,77.46362416,Normal
388,77.50981055,Normal
389,76.97483221,Normal
390,77.23765101,Normal
391,76.92369128,Normal
392,77.96799729,Normal
393,77.79235453,Normal
394,77.75162382,Normal
395,77.15507442,Normal
396,77.73511502,Normal
397,78.2326793,Normal
398,77.70175913,Normal
399,77.95879567,Normal
400,77.28214765,Normal
401,76.87557047,Normal
402,77.13657718,Normal
403,77.05315436,Normal
404,77.31597315,Normal
405,76.85946309,Normal
406,76.99818792,Normal
407,77.11879195,Normal
408,77.00201342,Normal
409,77.22939597,Normal
410,77.37704698,Normal
411,77.08208054,Normal
412,77.3704698,Normal
413,77.07919463,Normal
414,77.24302013,Normal
415,76.95214765,Normal
416,76.40325798,Normal
417,77.06899329,Normal
418,77.23912752,Normal
419,77.1490604,Normal
420,77.1495302,Normal
421,77.09879195,Normal
422,77.04255034,Normal
423,77.10550336,Normal
424,77.12892617,Normal
425,76.65604027,Normal
426,77.18691275,Normal
427,77.73423545,Normal
428,77.05496644,Normal
429,78.18849797,Normal
430,78.45751015,Normal
431,78.09744966,Normal
432,77.99818792,Normal
433,78.74073072,Normal
434,77.70510067,Normal
435,77.56053691,Normal
436,77.08818792,Normal
437,77.44648173,Normal
438,78.46830601,Normal
439,77.81102842,Normal
440,78.45300546,Normal
441,78.20615697,Normal
442,77.9229364,Normal
443,78.17746955,Normal
444,78.89419399,Normal
445,78.66174863,Normal
446,78.19824087,Normal
447,79.04002732,Normal
448,78.79719945,Normal
449,78.8670765,Normal
450,79.4677686,Normal
451,78.97315574,Normal
452,78.64959016,Normal
453,78.7715847,Normal
454,78.9659153,Normal
455,78.60758197,Normal
456,78.96058743,Normal
457,79.41955923,Normal
458,79.26404959,Normal
459,79.39910468,Normal
460,78.57281421,Normal
461,79.55048209,Normal
462,79.02913223,Normal
463,78.7114071,Normal
464,78.52554645,Normal
465,78.63551913,Normal
466,78.64501366,Normal
467,78.5204918,Normal
468,79.07155647,Normal
469,79.39938017,Normal
470,79.20805785,Normal
471,79.37816804,Normal
472,78.790427,Normal
473,78.55198087,Normal
474,79.16756198,Normal
475,79.00991736,Normal
476,78.69310109,Normal
477,79.21811295,Normal
478,78.62903005,Normal
479,79.05096419,Normal
480,79.21260331,Normal
481,78.73784153,Normal
482,79.00275482,Normal
483,79.48739669,Normal
484,79.14338843,Normal
485,79.35206612,Normal
486,79.41033058,Normal
487,79.23140496,Normal
488,79.48588154,Normal
489,79.1862259,Normal
490,79.52017906,Normal
491,79.56707989,Normal
492,79.46859504,Normal
493,42.00918635,Bronch
