Breath_num,Dy_comp,Label
1,-95.71302083,Bronch
2,-18.59600484,Bronch
3,-44.38568966,Bronch
4,-46.95547703,Bronch
5,-19.06003788,Bronch
6,-22.27146739,Bronch
7,3.800980392,Bronch
8,7.358514851,Bronch
9,-152.95875,Bronch
10,-46.81413043,Bronch
11,-34.40015823,Bronch
12,-39.834375,Bronch
13,-41.905,Bronch
14,6258.516667,Bronch
15,-124.0462766,Bronch
16,-274.3080882,Bronch
17,-58.97857143,Bronch
18,-164.2412281,Bronch
19,-107.4222543,Bronch
20,-98.69543011,Bronch
21,-125.2311644,Bronch
22,-134.7132143,Bronch
23,84.74741379,Bronch
24,111.0024648,Bronch
25,94.8048369,Recruitment
26,96.59712195,Recruitment
27,97.79619313,Recruitment
28,87.63020111,Recruitment
29,74.4721026,InPause
30,88.24555489,Recruitment
31,76.90195965,InPause
32,86.461127,Recruitment
33,76.20030778,InPause
34,122.7524376,Recruitment
35,145.480254,Recruitment
36,141.7883292,Normal
37,139.9614251,Normal
38,137.694226,Normal
39,137.9556511,Normal
40,137.7382064,Normal
41,135.4705811,Normal
42,135.8290557,Normal
43,133.6952785,Normal
44,132.9357143,Normal
45,134.8108959,Normal
46,131.5884524,Normal
47,132.7753571,Normal
48,132.4214286,Normal
49,132.925119,Normal
50,131.1946429,Normal
51,132.0727381,Normal
52,132.2154762,Normal
53,130.4568075,Normal
54,130.9032864,Normal
55,129.0569249,Normal
56,130.4611502,Normal
57,129.7652582,Normal
58,127.7355658,Normal
59,127.9964203,Normal
60,125.9204388,Normal
61,128.0687067,Normal
62,126.5623007,Normal
63,127.441224,Normal
64,126.5954442,Normal
65,125.3977221,Normal
66,126.3833713,Normal
67,123.709417,Normal
68,123.8829596,Normal
69,123.3992257,Normal
70,124.2926009,Normal
71,123.9399103,Normal
72,124.4430493,Normal
73,122.7543142,Normal
74,123.1631637,Normal
75,121.7190265,Normal
76,120.143871,Normal
77,120.5075163,Normal
78,121.1936819,Normal
79,121.0520697,Normal
80,120.0237473,Normal
81,119.7766667,Normal
82,120.7351852,Normal
83,119.086129,Normal
84,120.0119355,Normal
85,119.0632258,Normal
86,120.5478495,Normal
87,121.3629032,Normal
88,120.1721398,Normal
89,121.1348387,Normal
90,119.4195699,Normal
91,118.9737288,Normal
92,119.634086,Normal
93,120.3784946,Normal
94,118.7495699,Normal
95,119.1111828,Normal
96,119.6854839,Normal
97,120.8801075,Normal
98,119.2297071,Normal
99,119.5190323,Normal
100,119.5915054,Normal
101,120.8604301,Normal
102,118.847957,Normal
103,120.1621505,Normal
104,119.385914,Normal
105,119.5016129,Normal
106,119.9801075,Normal
107,119.6788172,Normal
108,118.1052966,Normal
109,119.8187097,Normal
110,119.0105376,Normal
111,118.403072,Normal
112,117.8724576,Normal
113,118.2878178,Normal
114,117.6985169,Normal
115,118.060911,Normal
116,118.4810381,Normal
117,117.5056144,Normal
118,118.759428,Normal
119,118.0144068,Normal
120,118.2805085,Normal
121,117.742161,Normal
122,117.2101695,Normal
123,116.6001046,Normal
124,114.1497938,Normal
125,113.7447423,Normal
126,114.973299,Normal
127,113.7158763,Normal
128,115.7981443,Normal
129,114.5278351,Normal
130,114.8321649,Normal
131,114.4275258,Normal
132,114.0173196,Normal
133,114.0181911,Normal
134,114.0131959,Normal
135,113.8930894,Normal
136,113.3979675,Normal
137,112.3832317,Normal
138,113.9349593,Normal
139,112.3906504,Normal
140,113.4013211,Normal
141,112.8484756,Normal
142,112.4776423,Normal
143,114.2961382,Normal
144,112.5439024,Normal
145,113.7011179,Normal
146,113.1663618,Normal
147,110.7761044,Normal
148,112.7116466,Normal
149,110.4008032,Normal
150,112.209739,Normal
151,111.190261,Normal
152,111.6548193,Normal
153,111.9959839,Normal
154,111.9847561,Normal
155,112.0670683,Normal
156,111.8374498,Normal
157,111.5838353,Normal
158,113.4353659,Normal
159,110.8548193,Normal
160,112.1584337,Normal
161,112.1844512,Normal
162,111.7191767,Normal
163,113.5788618,Normal
164,112.8611789,Normal
165,111.8575301,Normal
166,111.4309237,Normal
167,112.629901,Normal
168,111.8840594,Normal
169,111.4955823,Normal
170,110.6089109,Normal
171,111.0910643,Normal
172,111.5259036,Normal
173,111.6970884,Normal
174,111.1488956,Normal
175,110.7913861,Normal
176,111.0378514,Normal
177,112.1066265,Normal
178,111.1860442,Normal
179,111.2927711,Normal
180,112.0345382,Normal
181,111.1251004,Normal
182,112.0171687,Normal
183,111.8467871,Normal
184,111.0022088,Normal
185,111.3993976,Normal
186,110.4145582,Normal
187,111.6822289,Normal
188,110.8158635,Normal
189,109.3715842,Normal
190,109.830198,Normal
191,108.9484158,Normal
192,111.3183735,Normal
193,110.5709839,Normal
194,109.2638614,Normal
195,110.5925743,Normal
196,109.7181727,Normal
197,110.2625743,Normal
198,92.76371951,Assessment
199,82.22854478,Assessment
200,83.86731876,Assessment
201,82.50681818,Assessment
202,80.31861233,Assessment
203,80.03934426,Assessment
204,80.36216069,Assessment
205,79.77262931,Assessment
206,80.58335118,Assessment
207,80.47149784,Assessment
208,80.93162716,Assessment
209,80.44004283,Assessment
210,80.43671626,Assessment
211,80.39107333,Assessment
212,80.60749203,Assessment
213,80.39659936,Assessment
214,80.23336853,Assessment
215,80.82964931,Assessment
216,80.7313622,Assessment
217,80.57682154,Assessment
218,80.92645195,Assessment
219,80.71309398,Assessment
220,80.7061246,Assessment
221,80.55031679,Assessment
222,77.71731785,InPause
223,81.02836588,Assessment
224,82.67505353,Assessment
225,83.00276873,Assessment
226,82.9705819,Assessment
227,82.81939655,Assessment
228,82.45845905,Assessment
229,83.09267241,Assessment
230,81.92906852,Assessment
231,82.57553533,Assessment
232,81.65070043,Assessment
233,82.61627155,Assessment
234,82.37799786,Assessment
235,82.12815846,Assessment
236,82.39127409,Assessment
237,82.26349036,Assessment
238,83.0216056,Assessment
239,82.22457173,Assessment
240,81.4793305,Assessment
241,82.59641328,Assessment
242,82.28479657,Assessment
243,82.21905782,Assessment
244,82.73966809,Assessment
245,82.07296574,Assessment
246,81.90797024,Assessment
247,81.71849097,Assessment
248,82.04702444,Assessment
249,81.39856536,Assessment
250,81.95573858,Assessment
251,82.49009636,Assessment
252,81.91263383,Assessment
253,82.04102019,Assessment
254,81.5805526,Assessment
255,81.52587673,Assessment
256,81.93071201,Assessment
257,81.38204038,Assessment
258,82.93960129,Assessment
259,82.51359743,Assessment
260,82.75253233,Assessment
261,82.67359914,Assessment
262,82.07135974,Assessment
263,81.4870882,Assessment
264,81.66025505,Assessment
265,81.48252376,Assessment
266,81.87045696,Assessment
267,81.89436769,Assessment
268,81.84808714,Assessment
269,81.23262936,Assessment
270,81.47655755,Assessment
271,81.78225292,Assessment
272,82.20095643,Assessment
273,82.39523555,Assessment
274,82.22651435,Assessment
275,81.08801478,Assessment
276,80.99303062,Assessment
277,81.01763464,Assessment
278,80.42568134,Assessment
279,80.72914046,Assessment
280,80.41147799,Assessment
281,81.07085954,Assessment
282,81.24266103,Assessment
283,81.35475185,Assessment
284,81.72243928,Assessment
285,82.01488223,Assessment
286,81.84033791,Assessment
287,81.96955367,Assessment
288,81.91911135,Assessment
289,82.04946865,Assessment
290,82.17794899,Assessment
291,82.94138116,Assessment
292,83.74847991,Assessment
293,82.97322198,Assessment
294,81.80100956,Assessment
295,82.25861884,Assessment
296,83.58922414,Assessment
297,83.08071121,Assessment
298,83.67111835,Assessment
299,83.0049569,Assessment
300,83.16988147,Assessment
301,83.18475216,Assessment
302,82.18977516,Assessment
303,81.92205101,Assessment
304,81.24920298,Assessment
305,81.8641339,Assessment
306,82.00674814,Assessment
307,81.34766206,Assessment
308,82.02832094,Assessment
309,81.4761424,Assessment
310,81.89505845,Assessment
311,81.90717322,Assessment
312,81.59075452,Assessment
313,81.88479409,Assessment
314,82.94299569,Assessment
315,83.19498922,Assessment
316,83.09137931,Assessment
317,83.0966056,Assessment
318,83.04876078,Assessment
319,82.14122056,Assessment
320,83.08166844,Assessment
321,83.06174569,Assessment
322,83.05360991,Assessment
323,83.73534483,Assessment
324,82.75053879,Assessment
325,83.1002694,Assessment
326,83.06659483,Assessment
327,83.28582974,Assessment
328,82.93065733,Assessment
329,83.02834052,Assessment
330,82.99807281,Assessment
331,83.01702586,Assessment
332,82.63383298,Assessment
333,82.175803,Assessment
334,82.25026567,Assessment
335,82.55010707,Assessment
336,82.33351178,Assessment
337,81.91710946,Assessment
338,82.57307281,Assessment
339,82.20031881,Assessment
340,82.21761242,Assessment
341,81.90738576,Assessment
342,82.6985546,Assessment
343,82.5614561,Assessment
344,82.8608137,Assessment
345,82.23913276,Assessment
346,81.53257173,Assessment
347,81.8380621,Assessment
348,114.5300582,Noise
349,121.2158635,Noise
350,112.4322176,Normal
351,111.2331568,Normal
352,112.2762366,Normal
353,113.0634409,Normal
354,111.6343011,Normal
355,111.6392473,Normal
356,111.0819355,Normal
357,111.9056989,Normal
358,113.1196078,Normal
359,112.1087097,Normal
360,113.5990196,Normal
361,113.3610022,Normal
362,114.1788671,Normal
363,113.4122004,Normal
364,114.5971678,Normal
365,114.2541394,Normal
366,114.2007625,Normal
367,114.9937908,Normal
368,112.9981992,Normal
369,115.5971398,Normal
370,114.8873941,Normal
371,114.9424788,Normal
